E00017531.mp4, [(0.0, 4.48)]
E00017630.mp4, [(0.0, 4.8), (19.84, 24.32)]
E00017723.mp4, [(0.0, 4.8)]
E00017822.mp4, [(0.0, 18.56)]
E00018051.mp4, [(0.0, 4.48), (126.4, 147.52)]
E00018211.mp4, [(0.0, 4.16), (120.32, 145.92)]
E00018395.mp4, [(0.0, 4.16), (122.24, 143.36)]
E00018434.mp4, [(0.0, 4.16), (123.84, 144.96)]
E00018554.mp4, [(0.0, 12.8), (122.88, 144.0)]
E00018908.mp4, [(0.0, 4.16), (123.2, 144.64)]
